id,step,seqNo,recId
IS03664,"Heat the oil in a large nonstick skillet with a lid over medium heat. Place pot stickers into the hot oil, flat sides down, without crowding, and let fry until the bottoms are golden brown, 1 to 2 minutes. Turn the dumplings over, and pour the water over them. Cover the pan with a lid and let the dumplings steam until the water has nearly evaporated and the dumplings have begun to fry in oil again, 5 to 7 minutes. Uncover the skillet, and let the pot stickers cook until all the water is evaporated and the wrapper has shrunk down tightly onto the filling, another 2 to 3 minutes.",3,R00969
IS03665,"Bring water and 1 pinch of salt to a boil in a saucepan and slowly mix in the grits, stirring constantly. Reduce heat to low and simmer grits until tender and smooth, about 20 minutes; stir often. Set aside and keep warm.",1,R00970
IS03666,"Heat olive oil in a large skillet over medium-high heat; cook and stir tasso ham until crisp. Stir in onion and green bell pepper and cook until onion is translucent, about 4 minutes. Lightly stir the shrimp with the vegetables and olive oil just until pink, 30 to 45 seconds; remove shrimp from pan and set aside.",2,R00970
IS03667,"Pour white wine into the skillet and stir, dissolving any browned bits of food in the bottom of the skillet; slowly add the cream, reduce heat to low, and simmer until thickened, about 10 minutes. Season with salt and black pepper.",3,R00970
IS03668,Divide the grits onto 2 serving plates and line the edge of each plate with 10 shrimp. Pour cream sauce over grits and sprinkle each serving with chopped green onion tops.,4,R00970
IS03669,"Melt butter in a large stockpot over medium-low heat. Add onions, parsley, and garlic. Cook and stir until onions are softened, 3 to 4 minutes.",1,R00971
IS03670,"Add tomatoes to the pot (break them into chunks as you add them). Stir in chicken broth, wine, water, bay leaves, basil, thyme, and oregano. Cover and simmer for 30 minutes.",2,R00971
IS03671,"Stir in cod, shrimp, scallops, clams, mussels, and crabmeat. Bring to boil; lower heat, cover, and simmer until clams open up, 5 to 7 minutes. Ladle soup into bowls and serve.",3,R00971
IS03672,"Combine soy sauce, 2 minced scallions, garlic, sesame seeds, cornstarch, ginger, mirin, sugar, red pepper flakes, and sesame oil in a bowl to make marinade.",1,R00972
IS03673,Place shrimp in a large resealable plastic bag; pour in marinade. Seal the bag and shake to coat shrimp. Place in refrigerator and marinate for 15 to 20 minutes.,2,R00972
IS03674,"Heat a skillet over medium-high heat; add shrimp. Cook, turning and basting a few times with leftover marinade, 5 to 7 minutes. Transfer shrimp to a bowl, reserving oil in the skillet.",3,R00972
IS03675,"Pour 3 tablespoons of the marinade and gochujang to the skillet over medium heat. Cook and stir until thickened, about 2 minutes. Brush glaze over cooked shrimp or use as a dip. Sprinkle the remaining minced scallion on top.",4,R00972
IS03676,"Bring a large pot of lightly salted water to a boil. Cook linguine at a boil until tender yet firm to the bite, about 8 minutes.",1,R00973
IS03677,"While pasta cooks, melt 2 tablespoons butter in a skillet over medium heat. Add garlic and cook until fragrant and lightly browned, about 1 minute. Add shrimp and cook until tails start curling in, about 2 minutes per side. Add remaining butter, Pinot Grigio, lemon juice, half-and-half, and Parmesan cheese. Stir to incorporate.",2,R00973
IS03678,Drain linguine and divide noodles between 2 bowls. Serve shrimp mixture on top and garnish with parsley.,3,R00973
IS03679,"Combine water, soy sauce, brown sugar, honey, garlic, and ginger in a small saucepan and bring to a boil over medium-high heat. Reduce heat to medium-low and simmer until sauce has reduced and thickened slightly, 8 to 10 minutes.",1,R00974
IS03680,Preheat an outdoor grill for medium-high heat and lightly oil grate. Thread shrimp and pineapple alternately onto skewers and place on a platter.,2,R00974
IS03681,"Arrange skewers on the hot grate. Grill 2 to 3 minutes per side, or until shrimp is opaque and cooked through. Turn grill to low heat and brush sauce on both sides of skewers. Transfer to a serving platter and sprinkle with cilantro and sesame seeds.",3,R00974
IS03682,Bring a large pot of salted water to a boil. Stir in pasta and return pot to boil. Cook until al dente. Drain well.,1,R00975
IS03683,"Melt butter in a large saucepan over medium heat. Stir in garlic and shrimp. Cook, stirring constantly, for 3 to 5 minutes.",2,R00975
IS03684,Stir in wine and pepper. Bring to a boil and cook for 30 seconds while stirring constantly.,3,R00975
IS03685,Mix shrimp with drained pasta in a serving bowl. Sprinkle with cheese and parsley. Serve immediately.,4,R00975
IS03686,"Heat oil in a large pot over medium heat; stir in onion and garlic and cook until tender, about 5 minutes.",1,R00976
IS03687,"Add pork; cook and stir until browned, 5 to 7 minutes.",2,R00976
IS03688,"Add prawns; cook and stir until they turn pink, about 5 minutes.",3,R00976
IS03689,"Stir in tomato; season with salt and pepper, cover and simmer for 5 minutes.",4,R00976
IS03690,"Stir in zucchini, okra, green beans, eggplant, and bitter melon; cover and cook until the vegetables are tender, about 10 minutes.",5,R00976
IS03691,"Rinse rice and drain. Add rice to a pot and pour in water. Bring to a simmer over high heat, then reduce heat to low. Cover and cook for 20 minutes. Turn off heat and let rest for 10 minutes.",1,R00977
IS03692,"While rice cooks, combine rice vinegar, sugar, and salt together in a small bowl until dissolved. Set aside.",2,R00977
IS03693,Preheat the oven to 400 degrees F (200 degrees C). Lightly grease a shallow 2-quart baking dish with some sesame oil.,3,R00977
IS03694,"Uncover rice and drizzle over seasoned vinegar mixture. Use a fork to break up and fluff rice. Transfer rice into the prepared baking dish. Sprinkle over toasted sesame seeds, bonito flakes, and nori; use a fork to gently stir into the rice.",4,R00977
IS03695,"Mix mayonnaise, soy sauce, ½ teaspoon sesame oil, and Sriracha for topping together in a bowl and stir in scallops and shrimp. Spread over rice, and sprinkle cayenne over the top.",5,R00977
IS03696,"Bake in the center of the preheated oven until the seafood is just cooked through (or 95% cooked through), about 20 minutes. Turn oven to a high broil setting, and brown the top, 1 to 2 minutes. Garnish the top with more Sriracha, toasted sesame seeds, and green onions before serving.",6,R00977
IS03697,"Beat together the eggs, bean sprouts, green onions, shrimp, and garlic powder in a bowl until well-combined. Heat the oil in a skillet over medium heat, and scoop about 1/2 cup of the egg mixture into the skillet to make a patty. Fry until golden brown, about 4 minutes per side, and repeat with the remaining egg mixture. Set the patties aside.",1,R00978
IS03698,"Whisk together the chicken broth, cornstarch, sugar, vinegar, and soy sauce in a saucepan over medium-low heat until the sauce simmers and thickens, about 5 minutes. Spoon the sauce over the patties.",2,R00978
IS03699,"In a large bowl, stir together the garlic, olive oil, tomato sauce, and red wine vinegar. Season with basil, salt, and cayenne pepper. Add shrimp to the bowl, and stir until evenly coated. Cover, and refrigerate for 30 minutes to 1 hour, stirring once or twice.",1,R00979
IS03700,"Preheat grill for medium heat. Thread shrimp onto skewers, piercing once near the tail and once near the head. Discard marinade.",2,R00979
IS03701,"Lightly oil grill grate. Cook shrimp on preheated grill for 2 to 3 minutes per side, or until opaque.",3,R00979
IS03702,"Whisk paprika, thyme, oregano, cayenne, garlic powder, onion powder, white pepper, and black pepper together in a small bowl.",1,R00980
IS03703,Drain shrimp in a colander for at least 15 minutes. Transfer to a bowl lined with paper towels and dry shrimp for about 3 minutes. Remove paper towels from bowl. Season shrimp with salt and 1 teaspoon spice blend; toss to coat.,2,R00980
IS03704,"Heat oil a large heavy skillet over high heat until oil is smoking hot. Cook shrimp in the hot oil without stirring for 1 minute; stir, and cook 1 minute more.",3,R00980
IS03705,"Transfer shrimp to a large bowl. Let stand until juice collects in the bowl. Strain shrimp juices into chicken stock to total 2 cups, adding more chicken stock if necessary. Set aside.",4,R00980
IS03706,"Melt butter in the same skillet over medium heat until butter begins to turn tan at the edges. Saute onion, bell pepper, and celery in hot butter until softened, about 5 minutes. Stir in remaining spice blend.",5,R00980
IS03707,"Sprinkle flour into vegetable mixture and saute until combined, 3 to 4 minutes. Stir in tomatoes; cook until tomato juices begin to brown on bottom of pan, about 3 minutes. Whisk in chicken stock mixture, stirring until smooth. Bring to a simmer and cook until slightly thickened and reduced to a gravy consistency, 3 to 5 minutes. Stir in Worcestershire and hot sauce. Season with salt to taste.",6,R00980
IS03708,"Stir shrimp into etouffee sauce; let simmer until shrimp are cooked all the way through and no longer translucent, about 1 minute.",7,R00980
IS03709,"Garnish with green onions and a dusting of cayenne pepper. Pour over rice in large, shallow bowls.",8,R00980
IS03710,"Whisk 1 tablespoon olive oil, butter, onion, wine, Worcestershire sauce, lemon juice, parsley, seafood seasoning, garlic, and black pepper together in a bowl; add shrimp. Toss to coat evenly. Cover bowl with plastic wrap and refrigerate for flavors to blend, at least 15 minutes.",1,R00981
IS03711,Preheat an outdoor grill for medium-high heat and lightly oil the grate. Coat steaks with 2 teaspoons olive oil; sprinkle with steak seasoning.,2,R00981
IS03712,"Cook steaks until they are beginning to firm and have reached your desired doneness, 5 to 7 minutes per side. An instant-read thermometer inserted into the center should read 140 degrees F (60 degrees C). Transfer steaks to a platter and loosely tent with a piece of aluminum foil.",3,R00981
IS03713,"Remove shrimp from marinade and grill until they are bright pink on the outside and the meat is no longer transparent in the center, 2 to 3 minutes per side.",4,R00981
IS03714,Preheat oven to 325 degrees F (165 C).,1,R00982
IS03715,"Heat brown sugar and water in a small saucepan over medium heat until sugar is completely dissolved. Add figs and vanilla, and cook until softened, about 10 minutes. Stir in almonds and vanilla. Place brie wheel in a baking dish, and pour fig mixture over the top.",2,R00982
IS03716,"Bake in the preheated oven for 10 to 15 minutes, or until softened but not melted. Serve with water crackers.",3,R00982
IS03717,"Preheat oven to 400 degrees F (205 degrees C). Place garlic on a baking sheet, and drizzle with olive oil. Roast for 15 to 20 minutes, or until soft. Set aside.",1,R00983
IS03718,"Meanwhile, melt 1/4 cup butter in a skillet over medium heat. Cook and stir onion and apple in butter until tender and browned. Set aside.",2,R00983
IS03719,"Arrange brie on top of thawed puff pastry. Top the cheese with the apple and onion mixture. Fold puff pastry over the cheese, and pinch closed. Brush with melted butter.",3,R00983
IS03720,"Bake about 20 to 25 minutes, or until golden brown. Serve warm. Garnish with whole cloves of roasted garlic.",4,R00983
IS03721,Preheat an oven to 350 degrees F (175 degrees C).,1,R00984
IS03722,"Stir the shallot, garlic, white pepper, and vermouth together in a small bowl; set aside. Cut the rind off the top of the brie cheese, leaving a 1/4-inch lip around the edge. Place the brie cheese onto a baking sheet, and spoon the shallot mixture over top. Fold the phyllo sheets in half to make square pieces. Wrap the brie with the phyllo squares, tucking the edges underneath of the brie cheese. Trim the corners if needed to avoid tucking too much pastry underneath. You want complete enclosure, but without too much overlap. Brush the top with melted butter to make the pastry brown in the oven.",2,R00984
